Inning,Over.Ball,Over,Ball,Bowler,Batter,Runs,Outcome,Is Four,Is Six,Is Wicket,Is Extra,Extra Type,Commentary
Pakistan 1st Inning,30.3,30,3,Josh Tongue,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  tried defensive shot but fails to get bat on it."
Pakistan 1st Inning,30.2,30,2,Josh Tongue,Mohammad Abbas,0,no run,No,No,Yes,No,,"Dot ball !! bouncer,  back of length,  on the off stump,  Josh Tongue sends down a delivery outside the off stump,  and Mohammad Abbas hangs in the crease and watches it closely,  deciding to let ball go to the keeper."
Pakistan 1st Inning,30.1,30,1,Josh Tongue,Mohammad Abbas,0,no run,No,No,Yes,No,,"Dot ball !! bouncer,  back of length,  on the off stump,  Josh Tongue sends down a delivery outside the off stump,  and Mohammad Abbas hangs in the crease and watches it closely,  deciding to let ball go to the keeper."
Pakistan 1st Inning,29.6,29,6,Jofra Archer,Mohammad Ali,0,no run,No,No,No,No,,"Dot ball !! fast ball,  fulltoss,  on the leg stump,  Mohammad Ali hangs in the crease to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
Pakistan 1st Inning,29.5,29,5,Jofra Archer,Mohammad Ali,0,no run,No,No,No,No,,"Dot Ball !! fast ball,  yorker,  on the off stump,  and Mohammad Ali hangs on and tries to hit defensive shot,  but misses it completely as ball beats the bat,  goes to the keeper."
Pakistan 1st Inning,29.4,29,4,Jofra Archer,Mohammad Ali,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  Mohammad Ali goes forward and dabs defensive shot with soft hands,  but the fielder is quick to react and thwarts the ball."
Pakistan 1st Inning,29.3,29,3,Jofra Archer,Mohammad Ali,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the leg stump,  Jofra Archer sends down a sharp delivery,  Mohammad Ali hangs in the crease to defend it,  but mistimes the shot,  beats the bat,  leaving the batter confused."
Pakistan 1st Inning,29.2,29,2,Jofra Archer,Mohammad Ali,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Jofra Archer sends down a sharp delivery,  Mohammad Ali goes forward to defend it,  but mistimes the shot,  beats the bat,  leaving the batter confused."
Pakistan 1st Inning,29.1,29,1,Jofra Archer,Mohammad Ali,0,no run,No,No,No,No,,"Dot ball !! fast ball,  back of length,  on the off stump,  Mohammad Ali goes back,  tucks defensive shot toward the fielder at point,  who halts the ball."
Pakistan 1st Inning,28.6,28,6,Josh Tongue,Mohammad Abbas,0,no run,No,No,No,No,,"Dot Ball !! fast ball,  good length,  on the off stump,  and Mohammad Abbas hangs on and tries to hit defensive shot,  but misses it completely as ball beats the bat,  goes to the keeper."
Pakistan 1st Inning,28.5,28,5,Josh Tongue,Mohammad Abbas,0,no run,No,No,No,No,,"Dot Ball !! fast ball,  good length,  on the off stump,  and Mohammad Abbas hangs on and tries to hit defensive shot,  but misses it completely as ball beats the bat,  goes to the keeper."
Pakistan 1st Inning,28.4,28,4,Josh Tongue,Mohammad Abbas,0,no run,No,No,No,No,,"Dot Ball !! fast ball,  good length,  on the off stump,  and Mohammad Abbas hangs on and tries to hit defensive shot,  but misses it completely as ball beats the bat,  goes to the keeper."
Pakistan 1st Inning,28.3,28,3,Josh Tongue,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  yorker,  on the off stump,  Mohammad Abbas goes forward,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
Pakistan 1st Inning,28.2,28,2,Josh Tongue,Mohammad Ali,1,1 run,No,No,No,No,,"Mohammad Ali goes forward to take fast ball of full length aimed on the off stump,  executing a confident defensive shot that sent the ball sailing towards short mid wicket for 1 run."
Pakistan 1st Inning,28.1,28,1,Josh Tongue,Mohammad Ali,0,no run,No,No,No,No,,"Dot ball !! fast ball,  full length,  on the stumps,  goes forward,  plays push to the mid on."
Pakistan 1st Inning,27.6,27,6,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  yorker,  on the off stump,  Ollie Robinson sends down a sharp delivery,  Mohammad Abbas hangs in the crease to defend it,  but mistimes the shot,  beats the bat,  leaving the batter confused."
Pakistan 1st Inning,27.5,27,5,Ollie Robinson,Mohammad Abbas,2,2 runs,No,No,No,No,,"Ollie Robinson delivers fast ball at full length,  Mohammad Abbas goes back and tucks it. But the ball is stopped by the fielder standing at the deep mid wicket,  limits Mohammad Abbas to just 2 runs."
Pakistan 1st Inning,27.4,27,4,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  back of length,  on the stumps,  Mohammad Abbas goes forward,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
Pakistan 1st Inning,27.3,27,3,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Mohammad Abbas goes back,  tucks cut toward the fielder at slip,  who halts the ball."
Pakistan 1st Inning,27.2,27,2,Ollie Robinson,Mohammad Abbas,4,Four,Yes,No,No,No,,"Four !! fast ball,  full length,  on the off stump,  Mohammad Abbas goes forward,  plays drive in the air to deep cover. Ball finds the ropes for four."
Pakistan 1st Inning,27.1,27,1,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  Mohammad Abbas hangs in the crease,  tucks it toward the fielder at short mid wicket,  who blocks the ball right away."
Pakistan 1st Inning,26.6,26,6,Josh Tongue,Mohammad Ali,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  Mohammad Ali goes forward,  dabs defensive shot with soft hands toward short mid wicket,  but the fielder is quick to react,  thwarts the ball."
Pakistan 1st Inning,26.5,26,5,Josh Tongue,Mohammad Ali,0,no run,No,No,No,No,,"Dot Ball !! inswinger,  good length,  on the off stump,  and Mohammad Ali hangs on and tries to hit defensive shot,  but misses it completely as ball beats the bat,  goes to the keeper."
Pakistan 1st Inning,26.4,26,4,Josh Tongue,Mohammad Ali,0,no run,No,No,No,No,,"Dot ball !! fast ball,  full length,  on the off stump,  goes forward,  plays defensive shot."
Pakistan 1st Inning,26.3,26,3,Josh Tongue,Mohammad Ali,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the leg stump,  Mohammad Ali hangs in the crease to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
Pakistan 1st Inning,26.2,26,2,Josh Tongue,Mohammad Ali,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Mohammad Ali goes forward to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
Pakistan 1st Inning,25.6,25,6,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  full length,  on the off stump,  Mohammad Abbas hangs in the crease to make a room for himself,  but left it alone for the keeper to collect at the last moment."
Pakistan 1st Inning,25.5,25,5,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Mohammad Abbas goes forward,  dabs defensive shot with soft hands toward short cover,  but the fielder is quick to react,  thwarts the ball."
Pakistan 1st Inning,25.4,25,4,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot to the short cover."
Pakistan 1st Inning,25.3,25,3,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  Mohammad Abbas goes forward,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
Pakistan 1st Inning,25.2,25,2,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  full length,  on the stumps,  goes forward,  plays defensive shot to the short cover."
Pakistan 1st Inning,25.1,25,1,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Mohammad Abbas goes forward,  dabs defensive shot with soft hands toward slip,  but the fielder is quick to react,  thwarts the ball."
Pakistan 1st Inning,24.6,24,6,Josh Tongue,Saud Shakeel,0,no run,No,No,No,No,,"Dot ball !! fast ball,  back of length,  on the off stump,  goes back,  plays pull to the mid on."
Pakistan 1st Inning,24.5,24,5,Josh Tongue,Saud Shakeel,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  goes forward,  plays flick shot to the short mid wicket."
Pakistan 1st Inning,24.4,24,4,Josh Tongue,Saud Shakeel,2,2 runs,No,No,No,No,,"Saud Shakeel goes forward to take fast ball of full length aimed on the leg stump,  executing a confident flick shot that sent the ball sailing towards deep mid wicket for 2 runs."
Pakistan 1st Inning,24.3,24,3,Josh Tongue,Saud Shakeel,4,Four,Yes,No,No,No,,"Four !! fast ball,  back of length,  on the off stump. Saud Shakeel goes back,  hits cut in the gap towards deep point,  and ball finds the ropes in a flash for four."
Pakistan 1st Inning,24.2,24,2,Josh Tongue,Saud Shakeel,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Saud Shakeel goes forward,  tucks defensive shot toward the fielder at mid on,  who halts the ball."
Pakistan 1st Inning,24.1,24,1,Josh Tongue,Saud Shakeel,0,no run,No,No,No,No,,"Dot ball !! fast ball,  full length,  on the off stump,  goes forward,  plays drive to the deep cover."
Pakistan 1st Inning,23.6,23,6,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  Mohammad Abbas goes forward,  tucks defensive shot toward the fielder at deep mid wicket,  who halts the ball."
Pakistan 1st Inning,23.5,23,5,Ollie Robinson,Mohammad Abbas,0,no run,No,No,No,No,,"Dot Ball !! fast ball,  good length,  on the off stump,  and Mohammad Abbas hangs on and tries to hit defensive shot,  but misses it completely as ball beats the bat,  goes to the keeper."
Pakistan 1st Inning,23.4,23,4,Ollie Robinson,Mohammad Abbas,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Mohammad Abbas hangs in the crease to make a room for himself,  but left it alone for the keeper to collect at the last moment."
Pakistan 1st Inning,23.2,23,2,Ollie Robinson,Saud Shakeel,0,1 leg bye,No,No,No,Yes,leg_bye,"Leg Bye !! fast ball,  full length,  on the leg stump,  Saud Shakeel goes forward,  aims to slam flick shot,  but deflect off the pads,  and batter steals a leg bye for 1 run."
Pakistan 1st Inning,23.1,23,1,Ollie Robinson,Saud Shakeel,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the leg stump,  Saud Shakeel goes forward to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
Pakistan 1st Inning,22.6,22,6,Josh Tongue,Razaullah,4,Four,Yes,No,No,No,,"Four !! fast ball,  good length,  on the off stump,  hangs in the crease,  plays in the gap to the deep cover for four."
Pakistan 1st Inning,22.5,22,5,Josh Tongue,Razaullah,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  full length,  on the off stump,  Josh Tongue sends down a sharp delivery,  Razaullah hangs in the crease to defend it,  but mistimes the shot,  beats the bat,  leaving the batter confused."
Pakistan 1st Inning,22.4,22,4,Josh Tongue,Razaullah,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot to the point."
Pakistan 1st Inning,22.3,22,3,Josh Tongue,Razaullah,0,no run,No,No,No,No,,"Dot ball !! fast ball,  full length,  on the off stump,  Razaullah goes forward,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
Pakistan 1st Inning,22.2,22,2,Josh Tongue,Razaullah,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  hangs in the crease,  tries to play but misses to get the bat on it."
Pakistan 1st Inning,22.1,22,1,Josh Tongue,Razaullah,4,Four,Yes,No,No,No,,"Four !! fast ball,  back of length,  on the off stump. Razaullah goes back,  hits pull in the gap towards deep mid wicket,  and ball finds the ropes in a flash for four."
Pakistan 1st Inning,21.6,21,6,Ollie Robinson,Razaullah,1,1 run,No,No,No,No,,"An accurately pitched inswinger on the off stump,  Razaullah goes forward to make a confident defensive shot,  but gets an edge,  and the ball goes towards square leg for 1 run."
Pakistan 1st Inning,21.5,21,5,Ollie Robinson,Razaullah,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Razaullah goes forward,  dabs defensive shot with soft hands toward slip,  but the fielder is quick to react,  thwarts the ball."
Pakistan 1st Inning,21.4,21,4,Ollie Robinson,Saud Shakeel,0,1 leg bye,No,No,No,Yes,leg_bye,"Leg Bye !! fast ball,  good length,  on the off stump,  Saud Shakeel hangs in the crease,  swats flick shot,  but the ball slides off the body,  batter is quick to avail this leg bye for 1 run."
Pakistan 1st Inning,21.3,21,3,Ollie Robinson,Saud Shakeel,0,4 leg bye,No,No,No,Yes,leg_bye,"Leg Bye !! fast ball,  full length,  on the stumps,  Saud Shakeel hangs in the crease,  aims to play flick shot,  but ball direclty brushes against the body. Batter snatch 4 runs off leg bye."
Pakistan 1st Inning,21.2,21,2,Ollie Robinson,Saud Shakeel,0,no run,No,No,Yes,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Saud Shakeel hangs in the crease to the delivery,  letting it go to the keeper without offering a shot."
Pakistan 1st Inning,21.1,21,1,Ollie Robinson,Saud Shakeel,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  hangs in the crease,  but decided to leave the ball at last."
Pakistan 1st Inning,20.6,20,6,Josh Tongue,Razaullah,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot."
Pakistan 1st Inning,20.5,20,5,Josh Tongue,Razaullah,2,2 runs,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Razaullah goes forward to make a confident drive,  sending the ball towards long on for 2 runs."
Pakistan 1st Inning,20.3,20,3,Josh Tongue,Mohammad Imran Randhawa,0,no run,No,No,No,No,,"Dot Ball !! fast ball,  good length,  on the off stump,  and Mohammad Imran Randhawa hangs on and tries to hit defensive shot,  but misses it completely as ball beats the bat,  goes to the keeper."
Pakistan 1st Inning,20.2,20,2,Josh Tongue,Mohammad Imran Randhawa,0,no run,No,No,No,No,,"Dot ball !! fast ball, back of length,  on the off stump,  Mohammad Imran Randhawa goes back and tucks defensive shot toward the fielder,  who halts the ball."
Pakistan 1st Inning,20.1,20,1,Josh Tongue,Mohammad Imran Randhawa,2,2 runs,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Mohammad Imran Randhawa goes forward to make a confident flick shot,  sending the ball towards deep mid wicket for 2 runs."
Pakistan 1st Inning,19.6,19,6,Gus Atkinson,Mohammad Imran Randhawa,0,1 leg bye,No,No,No,Yes,leg_bye,"Leg Bye !! inswinger,  good length,  on the stumps,  Mohammad Imran Randhawa goes back,  aims to play flick shot,  but ball direclty brushes against the body. Batter snatch 1 runs off leg bye."
Pakistan 1st Inning,19.5,19,5,Gus Atkinson,Mohammad Imran Randhawa,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot."
Pakistan 1st Inning,19.4,19,4,Gus Atkinson,Mohammad Imran Randhawa,2,2 runs,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Mohammad Imran Randhawa goes back to make a confident flick shot,  sending the ball towards deep square leg for 2 runs."
Pakistan 1st Inning,19.3,19,3,Gus Atkinson,Mohammad Imran Randhawa,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Mohammad Imran Randhawa goes back and slash defensive shot towards slip,  but the fielder reacts promptly and blocks it right away."
Pakistan 1st Inning,19.2,19,2,Gus Atkinson,Mohammad Imran Randhawa,0,no run,No,No,No,No,,"Dot ball !! fast ball,  full length,  on the stumps,  goes forward,  plays defensive shot to the short cover."
Pakistan 1st Inning,19.1,19,1,Gus Atkinson,Mohammad Imran Randhawa,0,no run,No,No,No,No,,"Dot ball !! fast ball,  back of length,  on the off stump,  Mohammad Imran Randhawa goes back and dabs defensive shot,  but the fielder reacts promptly and blocks it right away."
Pakistan 1st Inning,18.6,18,6,Josh Tongue,Mohammad Imran Randhawa,0,1 bye,No,No,No,Yes,bye,"Bye !! inswinger,  good length,  on the leg stump,  Mohammad Imran Randhawa goes forward,  swings it,  but misses the shot and keeper fumbles and batter steals bye for 1 run."
Pakistan 1st Inning,18.5,18,5,Josh Tongue,Mohammad Imran Randhawa,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Mohammad Imran Randhawa goes forward to make a room for himself,  but left it alone for the keeper to collect at the last moment."
Pakistan 1st Inning,18.4,18,4,Josh Tongue,Saud Shakeel,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the off stump,  Saud Shakeel goes back to make a confident defensive shot,  sending the ball towards short cover for 1 run."
Pakistan 1st Inning,18.3,18,3,Josh Tongue,Saud Shakeel,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Saud Shakeel hangs in the crease to make a room for himself,  but left it alone for the keeper to collect at the last moment."
Pakistan 1st Inning,18.2,18,2,Josh Tongue,Saud Shakeel,2,2 runs,No,No,No,No,,"Saud Shakeel goes forward to take fast ball of good length aimed on the off stump,  executing a confident defensive shot that sent the ball sailing towards deep point for 2 runs."
Pakistan 1st Inning,18.1,18,1,Josh Tongue,Saud Shakeel,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Saud Shakeel goes forward and slash drive towards short cover,  but the fielder reacts promptly and blocks it right away."
Pakistan 1st Inning,17.6,17,6,Gus Atkinson,Saud Shakeel,1,1 run,No,No,No,No,,"Saud Shakeel goes back and plays a well-timed defensive shot off an fast ball delivers at a back of length by the bowler,  but the ball lands safely in the hands of the fielder at square leg for 1 run."
Pakistan 1st Inning,17.5,17,5,Gus Atkinson,Saud Shakeel,4,Four,Yes,No,Yes,No,,"Four !! outswinger,  good length,  on the off stump. Saud Shakeel hangs in the crease,  hits cut in the gap towards deep point,  and ball finds the ropes in a flash for four."
Pakistan 1st Inning,17.4,17,4,Gus Atkinson,Saud Shakeel,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Saud Shakeel goes forward,  tucks defensive shot toward the fielder at slip,  who halts the ball."
Pakistan 1st Inning,17.3,17,3,Gus Atkinson,Saud Shakeel,4,Four,Yes,No,Yes,No,,"Four !! outswinger,  full length,  on the off stump. Saud Shakeel goes forward,  hits drive in the gap towards deep cover,  and ball finds the ropes in a flash for four."
Pakistan 1st Inning,17.2,17,2,Gus Atkinson,Mohammad Imran Randhawa,1,1 run,No,No,No,No,,"Mohammad Imran Randhawa goes forward to take inswinger of full length aimed on the off stump,  executing a confident defensive shot that sent the ball sailing towards mid off for 1 run."
Pakistan 1st Inning,17.1,17,1,Gus Atkinson,Saud Shakeel,1,1 run,No,No,No,No,,"Saud Shakeel goes back and plays a well-timed push off an fast ball delivers at a back of length by the bowler,  but the ball lands safely in the hands of the fielder at deep square leg for 1 run."
Pakistan 1st Inning,16.6,16,6,Josh Tongue,Mohammad Imran Randhawa,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the off stump,  Mohammad Imran Randhawa goes forward,  tucks defensive shot toward the fielder at point,  who halts the ball."
Pakistan 1st Inning,16.4,16,4,Josh Tongue,Ghazi Ghori,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  hangs in the crease,  but decided to leave the ball at last."
Pakistan 1st Inning,16.3,16,3,Josh Tongue,Ghazi Ghori,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the off stump,  Josh Tongue sends down a sharp delivery,  Ghazi Ghori hangs in the crease to defend it,  but mistimes the shot,  beats the bat,  leaving the batter confused."
Pakistan 1st Inning,16.2,16,2,Josh Tongue,Ghazi Ghori,0,no run,No,No,No,No,,"Dot ball !! inswinger,  full length,  on the stumps,  Ghazi Ghori hangs in the crease and slash flick shot towards square leg,  but the fielder reacts promptly and blocks it right away."
Pakistan 1st Inning,16.1,16,1,Josh Tongue,Ghazi Ghori,4,Four,Yes,No,No,No,,"Four !! fast ball,  back of length,  on the off stump. Ghazi Ghori hangs in the crease,  hits cut in the gap towards deep point,  and ball finds the ropes in a flash for four."
Pakistan 1st Inning,15.6,15,6,Gus Atkinson,Saud Shakeel,0,no run,No,No,No,No,,"Dot ball !! off cutter,  back of length,  on the off stump,  Saud Shakeel goes back,  tucks defensive shot toward the fielder at short mid wicket,  who halts the ball."
Pakistan 1st Inning,15.5,15,5,Gus Atkinson,Saud Shakeel,4,Four,Yes,No,No,No,,"Four !! fast ball,  full length,  on the off stump,  hangs in the crease,  delivers drive in the gap to the deep cover for four."
Pakistan 1st Inning,15.4,15,4,Gus Atkinson,Saud Shakeel,0,no run,No,No,Yes,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Saud Shakeel hangs in the crease to the delivery,  letting it go to the keeper without offering a shot."
Pakistan 1st Inning,15.3,15,3,Gus Atkinson,Saud Shakeel,0,no run,No,No,No,No,,Gus Atkinson sends it down and the batter is unable to find any run.
Pakistan 1st Inning,15.2,15,2,Gus Atkinson,Saud Shakeel,4,Four,Yes,No,No,No,,"Four !! fast ball,  good length,  on the off stump,  Saud Shakeel elegantly hangs in the crease into the shot,  gracefully guides it to deep fine leg region,  the ball speeds away and finds the boundary rope."
Pakistan 1st Inning,15.1,15,1,Gus Atkinson,Saud Shakeel,4,Four,Yes,No,No,No,,"Four !! fast ball,  good length,  on the off stump,  Saud Shakeel hangs in the crease and caresses drive to deep cover,  it raced away to the fence for four."
Pakistan 1st Inning,14.5,14,5,Josh Tongue,Babar Azam,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the off stump,  hangs in the crease,  plays defensive shot to the short mid wicket."
Pakistan 1st Inning,14.4,14,4,Josh Tongue,Babar Azam,0,no run,No,No,No,No,,Josh Tongue runs in and delivers a dot ball as the batter defends safely.
Pakistan 1st Inning,14.3,14,3,Josh Tongue,Saud Shakeel,0,1 bye,No,No,No,Yes,bye,"Bye !! inswinger,  good length,  on the stumps,  Saud Shakeel hangs in the crease to take a swing,  the ball beats both batter and keeper,  1 runs off bye."
Pakistan 1st Inning,14.2,14,2,Josh Tongue,Saud Shakeel,4,Four,Yes,No,No,No,,"Four !! fast ball,  good length,  on the off stump,  Saud Shakeel hangs in the crease,  plays drive in the air to deep cover. Ball finds the ropes for four."
Pakistan 1st Inning,14.1,14,1,Josh Tongue,Saud Shakeel,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  Josh Tongue sends down a sharp delivery,  Saud Shakeel hangs in the crease to defend it,  but mistimes the shot,  beats the bat,  leaving the batter confused."
Pakistan 1st Inning,13.6,13,6,Gus Atkinson,Babar Azam,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Babar Azam hangs in the crease and dabs defensive shot,  but the fielder reacts promptly and blocks it right away."
