Inning,Over.Ball,Over,Ball,Bowler,Batter,Runs,Outcome,Is Four,Is Six,Is Wicket,Is Extra,Extra Type,Commentary
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),7.6,7,6,Stafanie Taylor,Harleen Deol,1,1 run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),7.5,7,5,Stafanie Taylor,Hayley Matthews,1,1 run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),7.4,7,4,Stafanie Taylor,Hayley Matthews,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),7.3,7,3,Stafanie Taylor,Hayley Matthews,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),7.2,7,2,Stafanie Taylor,Hayley Matthews,4,Four,Yes,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),7.1,7,1,Stafanie Taylor,Harleen Deol,1,1 run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),6.6,6,6,Aaliyah Alleyne,Hayley Matthews,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),6.5,6,5,Aaliyah Alleyne,Hayley Matthews,2,2 runs,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),6.4,6,4,Aaliyah Alleyne,Hayley Matthews,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),6.3,6,3,Aaliyah Alleyne,Hayley Matthews,4,Four,Yes,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),6.2,6,2,Aaliyah Alleyne,Hayley Matthews,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),6.1,6,1,Aaliyah Alleyne,Hayley Matthews,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),5.6,5,6,Nonkululeko Mlaba,Harleen Deol,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),5.5,5,5,Nonkululeko Mlaba,Harleen Deol,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),5.4,5,4,Nonkululeko Mlaba,Harleen Deol,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),5.3,5,3,Nonkululeko Mlaba,Harleen Deol,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),5.2,5,2,Nonkululeko Mlaba,Hayley Matthews,1,1 run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),5.1,5,1,Nonkululeko Mlaba,Hayley Matthews,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),4.6,4,6,Chinelle Henry,Harleen Deol,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),4.4,4,4,Chinelle Henry,Kiran Prabhu Navgire,4,Four,Yes,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),4.3,4,3,Chinelle Henry,Kiran Prabhu Navgire,4,Four,Yes,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),4.2,4,2,Chinelle Henry,Kiran Prabhu Navgire,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),4.1,4,1,Chinelle Henry,Hayley Matthews,1,1 run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),3.6,3,6,Nonkululeko Mlaba,Kiran Prabhu Navgire,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),3.5,3,5,Nonkululeko Mlaba,Kiran Prabhu Navgire,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),3.3,3,3,Nonkululeko Mlaba,Hayley Matthews,1,1 run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),3.2,3,2,Nonkululeko Mlaba,Hayley Matthews,4,Four,Yes,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),3.1,3,1,Nonkululeko Mlaba,Hayley Matthews,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),2.6,2,6,Rosemary Mair,Qiana Joseph,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),2.5,2,5,Rosemary Mair,Qiana Joseph,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),2.4,2,4,Rosemary Mair,Qiana Joseph,4,Four,Yes,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),2.3,2,3,Rosemary Mair,Qiana Joseph,4,Four,Yes,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),2.2,2,2,Rosemary Mair,Qiana Joseph,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),2.1,2,1,Rosemary Mair,Hayley Matthews,1,1 run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),1.6,1,6,Chinelle Henry,Qiana Joseph,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),1.5,1,5,Chinelle Henry,Qiana Joseph,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),1.4,1,4,Chinelle Henry,Qiana Joseph,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),1.3,1,3,Chinelle Henry,Hayley Matthews,1,1 run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),1.2,1,2,Chinelle Henry,Hayley Matthews,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),1.2,1,2,Chinelle Henry,Hayley Matthews,0,5 wide,No,No,No,Yes,wide,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),1.1,1,1,Chinelle Henry,Qiana Joseph,1,1 run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),0.6,0,6,Rosemary Mair,Hayley Matthews,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),0.6,0,6,Rosemary Mair,Hayley Matthews,0,5 wide,No,No,No,Yes,wide,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),0.5,0,5,Rosemary Mair,Qiana Joseph,1,1 run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),0.4,0,4,Rosemary Mair,Qiana Joseph,4,Four,Yes,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),0.3,0,3,Rosemary Mair,Qiana Joseph,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),0.2,0,2,Rosemary Mair,Qiana Joseph,0,no run,No,No,No,No,,
Barbados Tridents Women Inning BT-W Inning 73/4 (13.3 ov),0.1,0,1,Rosemary Mair,Qiana Joseph,0,no run,No,No,No,No,,
