Inning,Over.Ball,Over,Ball,Bowler,Batter,Runs,Outcome,Is Four,Is Six,Is Wicket,Is Extra,Extra Type,Commentary
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),17.5,17,5,Romario Shepherd,Joshua Da Silva,2,2 runs,No,No,No,No,,"Joshua Da Silva hangs in the crease to take fast ball of back of length aimed on the stumps,  executing a confident pull that sent the ball sailing towards deep mid wicket for 2 runs."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),17.4,17,4,Romario Shepherd,Kieron Pollard,1,1 run,No,No,No,No,,"Kieron Pollard hangs in the crease to take inswinger of good length aimed on the stumps,  executing a confident flick shot that sent the ball sailing towards deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),17.3,17,3,Romario Shepherd,Kieron Pollard,4,Four,Yes,No,No,No,,"Four !! fast ball,  back of length,  on the off stump,  Kieron Pollard hangs in the crease,  plays pull in the air to deep mid wicket. Ball finds the ropes for four."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),17.2,17,2,Romario Shepherd,Kieron Pollard,2,2 runs,No,No,No,No,,"Kieron Pollard hangs in the crease to take fast ball of full length aimed on the stumps,  executing a confident flick shot that sent the ball sailing towards deep mid wicket for 2 runs."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),17.1,17,1,Romario Shepherd,Joshua Da Silva,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Joshua Da Silva goes forward to make a confident drive,  sending the ball towards long on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),16.6,16,6,Shamar Joseph,Kieron Pollard,0,no run,No,No,No,No,,"Dot ball !! fast ball, back of length,  on the off stump,  Kieron Pollard hangs in the crease and tucks defensive shot toward the fielder,  who halts the ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),16.5,16,5,Shamar Joseph,Joshua Da Silva,1,1 run,No,No,No,No,,"An accurately pitched inswinger on the off stump,  Joshua Da Silva goes back to make a confident defensive shot,  but gets an edge,  and the ball goes towards square leg for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),16.3,16,3,Shamar Joseph,Justin Greaves,0,no run,No,No,No,No,,"Dot ball !! bouncer,  back of length,  on the stumps,  Justin Greaves goes back,  trying to hit pull,  but the ball shapes away late,  beats the bat."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),16.2,16,2,Shamar Joseph,Justin Greaves,0,no run,No,No,Yes,No,,"Dot ball !! bouncer,  back of length,  on the stumps,  Justin Greaves hangs in the crease to the delivery,  letting it go to the keeper without offering a shot."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),16.1,16,1,Shamar Joseph,Justin Greaves,4,Four,Yes,No,Yes,No,,"Four !! fast ball,  back of length,  on the off stump,  Short and well outside the off stump. Justin Greaves goes back,  it to the deep cover,  races away and finds the boundary."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),15.6,15,6,Imran Tahir,Kieron Pollard,0,no run,No,No,No,No,,"Dot ball !! googly,  good length,  on the stumps,  Kieron Pollard hangs in the crease,  tucks defensive shot toward the fielder at mid off,  who halts the ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),15.5,15,5,Imran Tahir,Kieron Pollard,0,no run,No,No,No,No,,"Dot ball !! legbreak,  good length,  on the off stump,  goes forward,  plays push to the mid off."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),15.4,15,4,Imran Tahir,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves hangs in the crease to take googly of full length aimed on the stumps,  executing a confident chip shot that sent the ball sailing towards deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),15.3,15,3,Imran Tahir,Kieron Pollard,1,1 run,No,No,No,No,,"Kieron Pollard goes forward to take legbreak of good length aimed on the off stump,  executing a confident push that sent the ball sailing towards long off for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),15.2,15,2,Imran Tahir,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves goes forward to take legbreak of full length aimed on the off stump,  executing a confident flick shot that sent the ball sailing towards long on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),15.1,15,1,Imran Tahir,Kieron Pollard,1,1 run,No,No,No,No,,"Kieron Pollard hangs in the crease to take legbreak of full length aimed on the off stump,  executing a confident drive that sent the ball sailing towards deep cover for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),14.6,14,6,Mehidy Hasan Miraz,Justin Greaves,0,no run,No,No,No,No,,"Dot ball !! off break ball, full length,  on the off stump,  Justin Greaves goes forward and tucks push toward the fielder,  who halts the ball. Swift fielding by the bowler."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),14.5,14,5,Mehidy Hasan Miraz,Justin Greaves,6,Six,No,Yes,No,No,,"Six !! With a brilliant off break ball on the off stump,  Justin Greaves hangs in the crease and showcases power-hitting prowess as batter unleashes a spectacular sloge sweep to deep mid wicket for a colossal Maximum!"
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),14.4,14,4,Mehidy Hasan Miraz,Justin Greaves,0,no run,No,No,No,No,,"Dot ball !! arm ball, good length,  on the off stump,  Justin Greaves hangs in the crease and tucks defensive shot toward the fielder,  who halts the ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),14.3,14,3,Mehidy Hasan Miraz,Kieron Pollard,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the stumps,  Kieron Pollard hangs in the crease to make a confident push,  sending the ball towards deep square leg for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),14.1,14,1,Mehidy Hasan Miraz,Justin Greaves,1,1 run,No,No,No,No,,"off break ball,  good length,  on the stumps,  Justin Greaves goes forward to make a room for himself and hits it towards deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),13.6,13,6,Imran Tahir,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves goes forward to take legbreak of full length aimed on the off stump,  executing a confident flick shot that sent the ball sailing towards deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),13.5,13,5,Imran Tahir,Sunil Narine,1,1 run,No,No,No,No,,"Imran Tahir delivers legbreak at full length,  Sunil Narine hangs in the crease and plays the shot,  but the ball goes straight to the fielder at deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),13.4,13,4,Imran Tahir,Sunil Narine,4,Four,Yes,No,No,No,,"Four !! legbreak,  full length,  on the stumps. Sunil Narine hangs in the crease,  hits flick shot in the gap towards deep square leg,  and ball finds the ropes in a flash for four."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),13.3,13,3,Imran Tahir,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves goes forward and plays a well-timed flick shot off an legbreak delivers at a full length by the bowler,  but the ball lands safely in the hands of the fielder at short mid wicket for 1 run. Misfielding has cost them runs"
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),13.2,13,2,Imran Tahir,Sunil Narine,1,1 run,No,No,No,No,,"Sunil Narine hangs in the crease to take legbreak of full length aimed on the off stump,  executing a confident drive that sent the ball sailing towards long on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),13.1,13,1,Imran Tahir,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves hangs in the crease to take legbreak of full length aimed on the leg stump,  executing a confident push that sent the ball sailing towards deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),12.6,12,6,Mehidy Hasan Miraz,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves hangs in the crease to take off break ball of good length aimed on the stumps,  executing a confident push that sent the ball sailing towards short mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),12.5,12,5,Mehidy Hasan Miraz,Sunil Narine,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the off stump,  Sunil Narine hangs in the crease to make a confident drive,  sending the ball towards long off for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),12.3,12,3,Mehidy Hasan Miraz,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves hangs in the crease and plays a well-timed reverse sweep off an off break ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at slip for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),12.2,12,2,Mehidy Hasan Miraz,Justin Greaves,0,no run,No,No,No,No,,"Dot ball !! off break ball, good length,  on the stumps,  Justin Greaves goes forward and tucks push toward the fielder,  who halts the ball. Swift fielding by the bowler."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),12.1,12,1,Mehidy Hasan Miraz,Justin Greaves,2,2 runs,No,No,No,No,,"Justin Greaves goes forward to take off break ball of good length aimed on the stumps,  executing a confident reverse sweep that sent the ball sailing towards third man for 2 runs."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),11.6,11,6,Veerasammy Permaul,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves hangs in the crease to take off break ball of good length aimed on the stumps,  executing a confident push that sent the ball sailing towards deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),11.5,11,5,Veerasammy Permaul,Jyd Goolie,1,1 run,No,No,No,No,,"Jyd Goolie goes forward to take off break ball of full length aimed on the off stump,  executing a confident push that sent the ball sailing towards long on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),11.4,11,4,Veerasammy Permaul,Jyd Goolie,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the off stump,  hangs in the crease,  plays defensive shot."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),11.3,11,3,Veerasammy Permaul,Jyd Goolie,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the stumps,  Jyd Goolie goes back,  tucks punch toward the fielder at short mid wicket,  who halts the ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),11.2,11,2,Veerasammy Permaul,Jyd Goolie,0,no run,No,No,No,No,,"Dot ball !! carrom ball,  good length,  on the leg stump,  Jyd Goolie hangs in the crease to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),11.1,11,1,Veerasammy Permaul,Justin Greaves,1,1 run,No,No,No,No,,"Veerasammy Permaul delivers arm ball at good length,  Justin Greaves goes back and plays the shot,  but the ball goes straight to the fielder at short cover for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),10.6,10,6,Shamar Joseph,Justin Greaves,0,1 leg bye,No,No,No,Yes,leg_bye,"Leg Bye !! fast ball,  good length,  on the off stump,  Justin Greaves goes back,  aims to slam pull,  but deflect off the pads,  and batter steals a leg bye for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),10.5,10,5,Shamar Joseph,Jyd Goolie,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Jyd Goolie hangs in the crease to make a confident pull,  sending the ball towards deep square leg for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),10.4,10,4,Shamar Joseph,Justin Greaves,1,1 run,No,No,No,No,,"An accurately pitched inswinger on the stumps,  Justin Greaves goes back to make a confident push,  sending the ball towards deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),10.3,10,3,Shamar Joseph,Justin Greaves,0,no run,No,No,No,No,,"Dot ball !! inswinger,  back of length,  on the off stump,  Justin Greaves hangs in the crease to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),10.2,10,2,Shamar Joseph,Jyd Goolie,1,1 run,No,No,No,No,,"Jyd Goolie hangs in the crease to take fast ball of back of length aimed on the off stump,  executing a confident cut that sent the ball sailing towards deep point for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),10.1,10,1,Shamar Joseph,Justin Greaves,1,1 run,No,No,No,No,,"An accurately pitched inswinger on the stumps,  Justin Greaves goes forward to make a confident push,  sending the ball towards mid on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),9.6,9,6,Imran Tahir,Jyd Goolie,0,no run,No,No,No,No,,"Dot ball !! googly,  good length,  on the off stump,  Jyd Goolie goes back,  tucks punch toward the fielder at short cover,  who halts the ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),9.5,9,5,Imran Tahir,Jyd Goolie,0,no run,No,No,No,No,,"Dot ball !! legbreak,  full length,  on the stumps,  hangs in the crease,  plays defensive shot to the mid on."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),9.4,9,4,Imran Tahir,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves goes forward and plays a well-timed chip shot off an legbreak delivers at a full length by the bowler,  but the ball lands safely in the hands of the fielder at deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),9.3,9,3,Imran Tahir,Jyd Goolie,1,1 run,No,No,No,No,,"Jyd Goolie goes forward to take googly of good length aimed on the stumps,  executing a confident push that sent the ball sailing towards deep square leg for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),9.1,9,1,Imran Tahir,Justin Greaves,1,1 run,No,No,No,No,,"An accurately pitched googly on the stumps,  Justin Greaves hangs in the crease to make a confident flick shot,  but gets an edge,  and the ball goes towards short mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),8.6,8,6,Mehidy Hasan Miraz,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! arm ball,  good length,  on the off stump,  Alex Hales goes back and dabs punch,  but the fielder reacts promptly and blocks it right away. Swift fielding by the bowler."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),8.5,8,5,Mehidy Hasan Miraz,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves hangs in the crease and plays a well-timed drive off an arm ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at long on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),8.4,8,4,Mehidy Hasan Miraz,Alex Hales,1,1 run,No,No,No,No,,"Alex Hales goes forward to take off break ball of good length aimed on the off stump,  executing a confident push that sent the ball sailing towards long off for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),8.3,8,3,Mehidy Hasan Miraz,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the off stump,  hangs in the crease,  plays defensive shot to the mid off."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),8.2,8,2,Mehidy Hasan Miraz,Alex Hales,4,Four,Yes,No,No,No,,"Four !! off break ball,  good length,  on the off stump,  Alex Hales goes back,  plays punch in the air to deep cover. Ball finds the ropes for four."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),8.1,8,1,Mehidy Hasan Miraz,Justin Greaves,1,1 run,No,No,No,No,,"Mehidy Hasan Miraz delivers off break ball at good length,  Justin Greaves hangs in the crease and plays the shot,  but the ball goes straight to the fielder at deep square leg for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),7.6,7,6,Veerasammy Permaul,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! arm ball,  good length,  on the off stump,  Alex Hales goes back,  tucks cut toward the fielder at point,  who halts the ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),7.5,7,5,Veerasammy Permaul,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the stumps,  Alex Hales hangs in the crease,  tucks it toward the fielder at mid off,  who blocks the ball right away."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),7.4,7,4,Veerasammy Permaul,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves hangs in the crease to take off break ball of good length aimed on the off stump,  executing a confident push that sent the ball sailing towards short cover for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),7.3,7,3,Veerasammy Permaul,Alex Hales,1,1 run,No,No,No,No,,"Alex Hales hangs in the crease and plays off an off break ball delivers at a good length by the bowler,  edged!! and the ball lands safely in the hands of the fielder at square leg for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),7.2,7,2,Veerasammy Permaul,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! doosra,  good length,  on the off stump,  Alex Hales goes back and slash punch towards short cover,  but the fielder reacts promptly and blocks it right away."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),7.1,7,1,Veerasammy Permaul,Justin Greaves,1,1 run,No,No,No,No,,"An accurately pitched doosra on the stumps,  Justin Greaves goes back to make a confident punch,  sending the ball towards long on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),6.6,6,6,Imran Tahir,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves goes back to take legbreak of full length aimed on the stumps,  executing a confident punch that sent the ball sailing towards long on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),6.5,6,5,Imran Tahir,Justin Greaves,2,2 runs,No,No,No,No,,"Justin Greaves goes forward and plays a well-timed flick shot off an legbreak delivers at a full length by the bowler,  but the ball lands safely in the hands of the fielder at deep mid wicket for 2 runs."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),6.4,6,4,Imran Tahir,Alex Hales,1,1 run,No,No,No,No,,"Imran Tahir delivers legbreak at good length,  Alex Hales hangs in the crease and plays the shot,  but the ball goes straight to the fielder at long off for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),6.3,6,3,Imran Tahir,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! legbreak,  full length,  on the stumps,  hangs in the crease,  plays push."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),6.2,6,2,Imran Tahir,Justin Greaves,1,1 run,No,No,No,No,,"Imran Tahir delivers legbreak at full length,  Justin Greaves goes forward and plays the shot,  but the ball goes straight to the fielder at deep square leg for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),6.1,6,1,Imran Tahir,Justin Greaves,0,no run,No,No,No,No,,"Dot ball !! legbreak,  good length,  on the stumps,  Justin Greaves hangs in the crease,  tucks defensive shot toward the fielder at mid off,  who halts the ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),5.6,5,6,Veerasammy Permaul,Justin Greaves,1,1 run,No,No,No,No,,"Justin Greaves hangs in the crease to take arm ball of good length aimed on the stumps,  executing a confident push that sent the ball sailing towards short mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),5.5,5,5,Veerasammy Permaul,Justin Greaves,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the off stump,  Justin Greaves hangs in the crease and slash punch towards short cover,  but the fielder reacts promptly and blocks it right away."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),5.4,5,4,Veerasammy Permaul,Justin Greaves,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the off stump,  Justin Greaves hangs in the crease,  tucks push toward the fielder at mid off,  who halts the ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),5.3,5,3,Veerasammy Permaul,Alex Hales,1,1 run,No,No,No,No,,"Alex Hales hangs in the crease to take off break ball of full length aimed on the stumps,  executing a confident flick shot that sent the ball sailing towards deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),5.2,5,2,Veerasammy Permaul,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! arm ball,  full length,  on the off stump,  Alex Hales hangs in the crease,  tucks push toward the fielder at mid off,  who halts the ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),5.1,5,1,Veerasammy Permaul,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! top spinner,  good length,  on the stumps,  Alex Hales goes back to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),4.6,4,6,Mehidy Hasan Miraz,Justin Greaves,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  hangs in the crease,  plays defensive shot to the short mid wicket."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),4.3,4,3,Mehidy Hasan Miraz,Alex Hales,1,1 run,No,No,No,No,,"Alex Hales hangs in the crease and plays a well-timed punch off an arm ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at long on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),4.2,4,2,Mehidy Hasan Miraz,Colin Munro,1,1 run,No,No,No,No,,"Mehidy Hasan Miraz delivers off break ball at full length,  Colin Munro hangs in the crease and plays the shot,  but the ball goes straight to the fielder at deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),4.1,4,1,Mehidy Hasan Miraz,Alex Hales,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the off stump,  Alex Hales hangs in the crease to make a confident push,  sending the ball towards long on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),3.6,3,6,Veerasammy Permaul,Alex Hales,1,1 run,No,No,No,No,,"An accurately pitched arm ball on the stumps,  Alex Hales hangs in the crease to make a confident chip shot,  sending the ball towards deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),3.5,3,5,Veerasammy Permaul,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the off stump,  Alex Hales hangs in the crease,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),3.4,3,4,Veerasammy Permaul,Colin Munro,1,1 run,No,No,No,No,,"arm ball,  good length,  on the off stump,  Colin Munro goes forward to make a room for himself and hits it towards long on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),3.3,3,3,Veerasammy Permaul,Colin Munro,4,Four,Yes,No,No,No,,"Four !! off break ball,  good length,  on the off stump. Colin Munro goes forward,  hits reverse sweep in the gap towards deep point,  and ball finds the ropes in a flash for four."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),3.2,3,2,Veerasammy Permaul,Colin Munro,4,Four,Yes,No,Yes,No,,"Four !! off break ball,  full length,  on the off stump,  Short and well outside the off stump. Colin Munro goes forward,  it to the long off,  races away and finds the boundary."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),3.1,3,1,Veerasammy Permaul,Alex Hales,1,1 run,No,No,No,No,,"Alex Hales goes forward to take off break ball of full length aimed on the stumps,  executing a confident push that sent the ball sailing towards deep mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),2.6,2,6,Dwaine Pretorius,Alex Hales,1,1 run,No,No,No,No,,"Alex Hales goes back to take inswinger of good length aimed on the stumps,  executing a confident punch that sent the ball sailing towards point for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),2.5,2,5,Dwaine Pretorius,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the off stump,  Alex Hales hangs in the crease,  tucks punch toward the fielder at short cover,  who halts the ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),2.4,2,4,Dwaine Pretorius,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! fast ball,  back of length,  on the off stump,  Alex Hales hangs in the crease to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),2.3,2,3,Dwaine Pretorius,Alex Hales,4,Four,Yes,No,No,No,,"Four !! fast ball,  good length,  on the off stump,  Alex Hales goes forward and caresses drive to deep cover,  it raced away to the fence for four."
